ID Aluno,Academia,Cidade,Esporte,Status Civil,Data Check-in,Duração (Min)
6665,Fitness Up,Matosinhos,Musculação,Solteiro(a),2023-11-22,54
4856,Fitness Up,Espinho,Musculação,Viúvo(a),2023-07-23,110
4056,Fitness Up,Espinho,Musculação,Casado(a),2023-09-16,87
9547,Fitness Up,Matosinhos,Ciclyn,Divorciado(a),2023-02-11,68
6202,Fitness Up,Matosinhos,Musculação,Divorciado(a),2023-10-22,106
9547,Fitness Up,Espinho,Musculação,Divorciado(a),2024-01-26,116
4020,Fitness Up,Espinho,Ciclyn,Divorciado(a),2024-05-18,9
3369,Fitness Up,Espinho,Musculação,Viúvo(a),2023-11-17,118
8313,Fitness Up,Matosinhos,Yoga,Solteiro(a),2023-07-28,17
3519,Fitness Up,Espinho,Ciclyn,Divorciado(a),2023-10-27,56
8904,Fitness Up,Setubal,Ciclyn,Casado(a),2023-02-01,1
8116,Fitness Up,Gondomar,Musculação,Solteiro(a),2023-07-06,28
2852,Fitness Up,Setubal,Yoga,Solteiro(a),2023-06-18,75
8104,Fitness Up,Matosinhos,Ciclyn,Casado(a),2023-10-06,50
4697,Fitness Up,Gondomar,Ciclyn,Viúvo(a),2023-01-24,26
66,Fitness Up,Setubal,Ciclyn,Viúvo(a),2023-11-17,74
9565,Fitness Up,Setubal,Musculação,Divorciado(a),2023-10-05,99
8610,Fitness Up,Espinho,Ciclyn,Divorciado(a),2024-02-22,40
5280,Fitness Up,Setubal,Ciclyn,Viúvo(a),2024-05-12,13
481,Fitness Up,Matosinhos,Musculação,Casado(a),2023-01-13,7
8104,Fitness Up,Matosinhos,Ciclyn,Casado(a),2023-10-01,117
9667,Fitness Up,Gondomar,Ciclyn,Solteiro(a),2023-11-14,61
8035,Fitness Up,Matosinhos,Musculação,Casado(a),2023-01-21,112
9377,Fitness Up,Espinho,Musculação,Divorciado(a),2023-01-31,35
7095,Fitness Up,Setubal,Yoga,Solteiro(a),2023-12-03,114
9186,Fitness Up,Espinho,Ciclyn,Solteiro(a),2024-03-18,29
2852,Fitness Up,Espinho,Ciclyn,Divorciado(a),2023-06-06,18
9672,Fitness Up,Espinho,Musculação,Viúvo(a),2024-06-19,107
7403,Fitness Up,Matosinhos,Musculação,Viúvo(a),2024-05-13,73
8667,Fitness Up,Espinho,Musculação,Casado(a),2023-10-28,108
1657,Fitness Up,Gondomar,Musculação,Viúvo(a),2023-07-12,114
9584,Fitness Up,Espinho,Yoga,Casado(a),2023-07-24,104
6548,Fitness Up,Setubal,Ciclyn,Casado(a),2024-02-17,100
2766,Fitness Up,Gondomar,Musculação,Viúvo(a),2023-10-20,76
9565,Fitness Up,Setubal,Ciclyn,Viúvo(a),2024-06-26,41
4709,Fitness Up,Setubal,Yoga,Solteiro(a),2024-01-13,96
5079,Fitness Up,Gondomar,Ciclyn,Divorciado(a),2023-07-03,9
8904,Fitness Up,Gondomar,Ciclyn,Casado(a),2023-10-02,62
7872,Fitness Up,Setubal,Musculação,Solteiro(a),2023-01-05,19
7197,Fitness Up,Matosinhos,Yoga,Viúvo(a),2023-02-22,110
2311,Fitness Up,Espinho,Musculação,Solteiro(a),2024-06-23,62
6548,Fitness Up,Matosinhos,Yoga,Casado(a),2023-03-01,48
4418,Fitness Up,Setubal,Ciclyn,Divorciado(a),2023-08-23,58
7886,Fitness Up,Matosinhos,Yoga,Casado(a),2023-05-19,32
3801,Fitness Up,Setubal,Yoga,Viúvo(a),2024-01-03,116
6312,Fitness Up,Matosinhos,Ciclyn,Casado(a),2023-03-03,22
295,Fitness Up,Setubal,Yoga,Divorciado(a),2023-08-02,20
3036,Fitness Up,Matosinhos,Musculação,Solteiro(a),2024-03-04,93
1258,Fitness Up,Gondomar,Ciclyn,Viúvo(a),2024-05-10,90
9184,Fitness Up,Espinho,Musculação,Divorciado(a),2023-07-21,62
3961,Fitness Up,Matosinhos,Musculação,Casado(a),2023-10-25,85
8401,Fitness Up,Gondomar,Ciclyn,Viúvo(a),2023-10-03,11
597,Fitness Up,Espinho,Yoga,Casado(a),2023-02-19,83
1755,Fitness Up,Matosinhos,Yoga,Casado(a),2024-03-29,96
2619,Fitness Up,Setubal,Musculação,Casado(a),2023-06-10,106
9282,Fitness Up,Gondomar,Yoga,Casado(a),2024-03-23,15
66,Fitness Up,Gondomar,Musculação,Viúvo(a),2023-10-02,103
6585,Fitness Up,Gondomar,Yoga,Solteiro(a),2024-01-05,98
9863,Fitness Up,Espinho,Musculação,Viúvo(a),2024-01-16,107
3529,Fitness Up,Gondomar,Yoga,Casado(a),2024-06-07,13
3801,Fitness Up,Gondomar,Ciclyn,Casado(a),2023-11-07,12
9672,Fitness Up,Gondomar,Yoga,Viúvo(a),2023-09-09,53
7872,Fitness Up,Espinho,Yoga,Solteiro(a),2023-12-25,71
4452,Fitness Up,Setubal,Musculação,Casado(a),2023-03-05,114
1874,Fitness Up,Matosinhos,Ciclyn,Casado(a),2023-11-27,48
3493,Fitness Up,Gondomar,Yoga,Viúvo(a),2023-01-12,24
1834,Fitness Up,Gondomar,Ciclyn,Solteiro(a),2024-03-03,1
2093,Fitness Up,Gondomar,Yoga,Solteiro(a),2023-06-27,78
9184,Fitness Up,Gondomar,Musculação,Viúvo(a),2023-09-10,104
6925,Fitness Up,Espinho,Ciclyn,Solteiro(a),2023-03-30,58
2619,Fitness Up,Espinho,Musculação,Solteiro(a),2023-04-13,120
4619,Fitness Up,Setubal,Musculação,Casado(a),2023-01-05,81
4146,Fitness Up,Matosinhos,Yoga,Casado(a),2023-06-13,86
4269,Fitness Up,Gondomar,Musculação,Divorciado(a),2023-07-23,29
1155,Fitness Up,Espinho,Musculação,Divorciado(a),2023-08-01,41
9186,Fitness Up,Gondomar,Ciclyn,Solteiro(a),2023-05-21,102
814,Fitness Up,Espinho,Musculação,Divorciado(a),2023-04-13,113
3073,Fitness Up,Setubal,Ciclyn,Casado(a),2023-06-19,66
1132,Fitness Up,Gondomar,Musculação,Viúvo(a),2023-07-11,118
4856,Fitness Up,Matosinhos,Musculação,Viúvo(a),2023-10-13,19
1155,Fitness Up,Gondomar,Yoga,Viúvo(a),2023-02-20,93
3807,Fitness Up,Espinho,Musculação,Solteiro(a),2024-04-14,102
8667,Fitness Up,Matosinhos,Musculação,Solteiro(a),2023-12-25,1
3728,Fitness Up,Gondomar,Musculação,Solteiro(a),2024-04-15,95
268,Fitness Up,Setubal,Musculação,Solteiro(a),2024-01-15,53
5411,Fitness Up,Gondomar,Musculação,Divorciado(a),2023-03-06,94
5689,Fitness Up,Gondomar,Musculação,Casado(a),2023-06-08,81
2891,Fitness Up,Matosinhos,Musculação,Casado(a),2024-01-17,84
7482,Fitness Up,Gondomar,Yoga,Divorciado(a),2023-12-06,82
9547,Fitness Up,Setubal,Ciclyn,Casado(a),2024-06-29,92
6202,Fitness Up,Setubal,Musculação,Viúvo(a),2024-06-23,34
6273,Fitness Up,Setubal,Musculação,Divorciado(a),2024-04-12,58
8551,Fitness Up,Matosinhos,Musculação,Casado(a),2024-02-17,35
2093,Fitness Up,Espinho,Musculação,Divorciado(a),2023-06-24,78
9399,Fitness Up,Espinho,Yoga,Viúvo(a),2023-01-12,66
6665,Fitness Up,Matosinhos,Musculação,Viúvo(a),2023-07-17,49
7095,Fitness Up,Setubal,Ciclyn,Divorciado(a),2024-02-17,58
7964,Fitness Up,Matosinhos,Musculação,Divorciado(a),2023-10-06,80
5079,Fitness Up,Matosinhos,Musculação,Casado(a),2023-04-03,108
5580,Fitness Up,Matosinhos,Yoga,Divorciado(a),2023-03-26,47
7886,Fitness Up,Espinho,Ciclyn,Solteiro(a),2023-07-06,62
4424,Fitness Up,Matosinhos,Musculação,Viúvo(a),2023-07-09,111
8510,Fitness Up,Matosinhos,Ciclyn,Solteiro(a),2024-02-08,72
6237,Fitness Up,Setubal,Yoga,Casado(a),2024-02-16,76
7793,Fitness Up,Setubal,Ciclyn,Divorciado(a),2023-02-19,109
9672,Fitness Up,Matosinhos,Ciclyn,Solteiro(a),2023-01-11,38
6386,Fitness Up,Matosinhos,Ciclyn,Solteiro(a),2024-05-06,114
699,Fitness Up,Setubal,Musculação,Viúvo(a),2023-07-25,15
9463,Fitness Up,Espinho,Ciclyn,Casado(a),2024-01-23,67
4697,Fitness Up,Setubal,Ciclyn,Viúvo(a),2023-02-01,106
8191,Fitness Up,Matosinhos,Yoga,Viúvo(a),2024-02-18,103
1063,Fitness Up,Gondomar,Ciclyn,Viúvo(a),2024-01-08,25
6097,Fitness Up,Gondomar,Yoga,Solteiro(a),2023-03-19,90
6986,Fitness Up,Matosinhos,Ciclyn,Divorciado(a),2023-11-29,16
696,Fitness Up,Gondomar,Ciclyn,Casado(a),2024-05-31,16
5242,Fitness Up,Setubal,Musculação,Divorciado(a),2023-02-11,97
6925,Fitness Up,Matosinhos,Yoga,Solteiro(a),2024-02-21,97
8104,Fitness Up,Gondomar,Musculação,Casado(a),2023-07-05,23
1809,Fitness Up,Setubal,Musculação,Divorciado(a),2023-01-17,82
3909,Fitness Up,Espinho,Ciclyn,Casado(a),2023-09-06,68
1520,Fitness Up,Setubal,Ciclyn,Casado(a),2023-09-06,113
8313,Fitness Up,Matosinhos,Ciclyn,Casado(a),2024-05-26,66
1809,Fitness Up,Gondomar,Yoga,Casado(a),2023-04-26,73
6450,Avengers,Espinho,Yoga,Casado(a),2024-01-15,7
9220,Avengers,Setubal,Musculação,Solteiro(a),2023-01-23,50
6931,Avengers,Matosinhos,Ciclyn,Divorciado(a),2024-03-22,87
197,Avengers,Espinho,Ciclyn,Viúvo(a),2023-05-05,95
8433,Avengers,Matosinhos,Yoga,Casado(a),2024-04-22,75
9791,Avengers,Matosinhos,Ciclyn,Viúvo(a),2023-12-22,44
6188,Avengers,Espinho,Musculação,Divorciado(a),2023-08-26,93
8308,Avengers,Matosinhos,Ciclyn,Viúvo(a),2023-04-05,57
1034,Avengers,Espinho,Yoga,Divorciado(a),2023-12-10,26
379,Avengers,Matosinhos,Musculação,Casado(a),2024-02-12,98
6155,Avengers,Setubal,Musculação,Viúvo(a),2023-07-25,82
5198,Avengers,Espinho,Ciclyn,Casado(a),2024-04-09,81
5046,Avengers,Matosinhos,Ciclyn,Divorciado(a),2023-08-10,13
3496,Avengers,Gondomar,Musculação,Viúvo(a),2023-01-24,19
8140,Avengers,Setubal,Yoga,Divorciado(a),2024-04-22,61
8648,Avengers,Gondomar,Ciclyn,Solteiro(a),2023-09-24,57
7756,Avengers,Matosinhos,Musculação,Casado(a),2023-03-28,36
8308,Avengers,Matosinhos,Yoga,Viúvo(a),2024-02-21,39
5842,Avengers,Matosinhos,Musculação,Divorciado(a),2024-01-20,7
2788,Avengers,Espinho,Ciclyn,Casado(a),2023-01-07,93
8441,Avengers,Gondomar,Ciclyn,Divorciado(a),2023-12-15,1
5067,Avengers,Setubal,Yoga,Viúvo(a),2023-01-13,41
8468,Avengers,Espinho,Yoga,Divorciado(a),2024-05-16,47
2599,Avengers,Setubal,Ciclyn,Viúvo(a),2024-04-01,66
8648,Avengers,Setubal,Yoga,Casado(a),2023-06-30,62
4996,Avengers,Espinho,Musculação,Casado(a),2024-05-15,47
9791,Avengers,Gondomar,Ciclyn,Divorciado(a),2024-02-28,20
7756,Avengers,Matosinhos,Musculação,Solteiro(a),2023-11-17,80
314,Avengers,Espinho,Yoga,Viúvo(a),2024-03-25,89
5163,Avengers,Setubal,Ciclyn,Viúvo(a),2023-10-17,63
5432,Avengers,Gondomar,Musculação,Viúvo(a),2023-12-11,16
8308,Avengers,Espinho,Yoga,Solteiro(a),2023-01-13,72
3998,Avengers,Gondomar,Yoga,Divorciado(a),2023-08-22,95
2885,Avengers,Setubal,Yoga,Solteiro(a),2024-04-27,54
9606,Avengers,Espinho,Musculação,Viúvo(a),2023-09-10,4
3120,Avengers,Gondomar,Ciclyn,Casado(a),2023-02-02,3
4998,Avengers,Espinho,Musculação,Casado(a),2023-03-31,36
6188,Avengers,Matosinhos,Ciclyn,Divorciado(a),2023-06-07,97
6095,Avengers,Setubal,Yoga,Solteiro(a),2023-07-25,32
8201,Avengers,Gondomar,Yoga,Solteiro(a),2023-02-26,16
5013,Avengers,Espinho,Musculação,Divorciado(a),2023-07-13,99
6899,Avengers,Gondomar,Yoga,Casado(a),2024-03-03,93
7841,Avengers,Setubal,Yoga,Viúvo(a),2024-03-25,81
4356,Avengers,Gondomar,Musculação,Viúvo(a),2024-06-18,10
9094,Avengers,Gondomar,Yoga,Solteiro(a),2023-06-04,50
8622,Avengers,Espinho,Musculação,Casado(a),2023-02-01,114
4853,Avengers,Matosinhos,Ciclyn,Casado(a),2024-03-15,100
8908,Avengers,Gondomar,Yoga,Casado(a),2023-11-18,3
3812,Avengers,Gondomar,Musculação,Solteiro(a),2023-01-09,30
5178,Avengers,Gondomar,Yoga,Divorciado(a),2023-04-29,60
6175,Avengers,Setubal,Musculação,Divorciado(a),2023-11-01,92
6526,Avengers,Espinho,Yoga,Casado(a),2023-01-16,77
6844,Avengers,Gondomar,Ciclyn,Solteiro(a),2024-01-11,70
3711,Avengers,Setubal,Ciclyn,Solteiro(a),2023-03-21,107
3866,Avengers,Matosinhos,Musculação,Divorciado(a),2023-09-24,9
865,Avengers,Matosinhos,Ciclyn,Divorciado(a),2024-02-14,60
5067,Avengers,Gondomar,Musculação,Divorciado(a),2023-11-03,114
5182,Avengers,Espinho,Ciclyn,Casado(a),2024-03-11,1
9094,Avengers,Matosinhos,Musculação,Divorciado(a),2024-06-06,100
8962,Avengers,Espinho,Yoga,Viúvo(a),2023-07-09,3
6952,Avengers,Espinho,Ciclyn,Solteiro(a),2023-09-23,62
8788,Avengers,Matosinhos,Ciclyn,Divorciado(a),2023-03-27,93
5519,Avengers,Matosinhos,Musculação,Casado(a),2024-01-07,47
1844,Avengers,Gondomar,Ciclyn,Divorciado(a),2023-05-08,3
5013,Avengers,Matosinhos,Musculação,Solteiro(a),2023-04-06,79
2229,Avengers,Setubal,Yoga,Casado(a),2023-09-09,49
8433,Avengers,Setubal,Yoga,Solteiro(a),2023-01-31,78
8642,Avengers,Matosinhos,Musculação,Divorciado(a),2023-09-11,72
3986,Avengers,Setubal,Yoga,Solteiro(a),2023-01-01,55
3339,Avengers,Espinho,Yoga,Viúvo(a),2024-05-12,23
1695,Avengers,Matosinhos,Ciclyn,Divorciado(a),2024-01-17,8
5162,Avengers,Matosinhos,Musculação,Solteiro(a),2023-09-14,22
5163,Avengers,Espinho,Musculação,Divorciado(a),2023-08-01,81
9456,Avengers,Espinho,Ciclyn,Casado(a),2023-11-29,20
5853,Avengers,Espinho,Musculação,Casado(a),2023-11-13,2
8893,Avengers,Matosinhos,Yoga,Divorciado(a),2023-07-29,42
4472,Avengers,Matosinhos,Yoga,Casado(a),2023-04-03,22
7528,Avengers,Setubal,Yoga,Casado(a),2024-01-29,71
5046,Avengers,Matosinhos,Yoga,Viúvo(a),2023-06-27,60
9340,Avengers,Gondomar,Ciclyn,Solteiro(a),2023-10-22,9
1791,Avengers,Espinho,Yoga,Divorciado(a),2023-12-02,63
8962,Avengers,Matosinhos,Musculação,Viúvo(a),2023-06-03,72
9340,Avengers,Gondomar,Ciclyn,Casado(a),2024-06-28,10
8893,Avengers,Gondomar,Ciclyn,Divorciado(a),2024-02-04,91
1389,Avengers,Setubal,Ciclyn,Casado(a),2024-02-06,43
8788,Avengers,Gondomar,Ciclyn,Solteiro(a),2024-03-16,105
9959,Avengers,Setubal,Yoga,Viúvo(a),2023-03-30,59
5356,Avengers,Espinho,Musculação,Viúvo(a),2023-09-24,47
2018,Avengers,Espinho,Ciclyn,Solteiro(a),2023-05-30,7
8971,Avengers,Gondomar,Ciclyn,Divorciado(a),2023-03-27,100
4756,Avengers,Setubal,Ciclyn,Viúvo(a),2023-09-16,15
138,Avengers,Setubal,Musculação,Solteiro(a),2023-11-11,41
730,Avengers,Gondomar,Musculação,Solteiro(a),2024-03-29,25
9534,Avengers,Matosinhos,Musculação,Divorciado(a),2024-05-17,115
9486,Avengers,Matosinhos,Yoga,Solteiro(a),2023-02-13,8
1562,Avengers,Espinho,Musculação,Divorciado(a),2024-06-03,114
8757,Avengers,Gondomar,Musculação,Solteiro(a),2023-06-28,87
1463,Avengers,Matosinhos,Yoga,Viúvo(a),2024-03-15,56
5356,Avengers,Matosinhos,Musculação,Casado(a),2024-05-17,34
3615,Avengers,Espinho,Yoga,Viúvo(a),2024-03-08,36
6084,Avengers,Espinho,Yoga,Divorciado(a),2023-02-23,84
6365,Avengers,Espinho,Yoga,Divorciado(a),2023-08-31,2
5308,Avengers,Setubal,Musculação,Solteiro(a),2024-05-25,84
6850,Avengers,Espinho,Yoga,Solteiro(a),2023-09-19,90
6931,Avengers,Espinho,Ciclyn,Viúvo(a),2023-08-25,3
4981,Avengers,Espinho,Yoga,Solteiro(a),2023-05-15,65
8441,Avengers,Matosinhos,Ciclyn,Divorciado(a),2024-02-24,87
314,Avengers,Espinho,Yoga,Casado(a),2023-12-22,85
9220,Avengers,Espinho,Ciclyn,Viúvo(a),2023-06-21,56
1034,Avengers,Matosinhos,Musculação,Casado(a),2023-11-23,96
2788,Avengers,Matosinhos,Yoga,Solteiro(a),2024-06-03,51
3998,Avengers,Espinho,Yoga,Viúvo(a),2023-05-12,9
6188,Avengers,Espinho,Ciclyn,Solteiro(a),2024-04-13,14
3496,Avengers,Gondomar,Ciclyn,Solteiro(a),2023-07-16,112
6443,Avengers,Matosinhos,Musculação,Viúvo(a),2024-02-19,41
1691,Avengers,Matosinhos,Musculação,Solteiro(a),2023-04-19,94
2230,Avengers,Setubal,Yoga,Viúvo(a),2024-01-30,50
3223,Avengers,Matosinhos,Ciclyn,Solteiro(a),2023-05-16,88
5845,Avengers,Setubal,Ciclyn,Divorciado(a),2024-06-09,5
5198,Avengers,Gondomar,Ciclyn,Solteiro(a),2023-08-23,1
4379,Avengers,Matosinhos,Ciclyn,Solteiro(a),2023-03-02,8
730,Avengers,Matosinhos,Ciclyn,Divorciado(a),2023-07-13,27
6612,Avengers,Espinho,Ciclyn,Casado(a),2023-04-06,19
7869,Avengers,Gondomar,Musculação,Solteiro(a),2024-01-05,11
6821,Avengers,Espinho,Musculação,Solteiro(a),2024-02-01,26
1787,Avengers,Espinho,Musculação,Divorciado(a),2024-03-29,32
1788,Avengers,Matosinhos,Musculação,Solteiro(a),2023-09-04,50
408,Avengers,Espinho,Musculação,Casado(a),2024-06-18,34
3496,Avengers,Espinho,Musculação,Casado(a),2024-05-19,79
8308,Avengers,Matosinhos,Yoga,Solteiro(a),2023-12-02,88
9040,Avengers,Matosinhos,Ciclyn,Solteiro(a),2023-10-26,69
7666,Avengers,Gondomar,Musculação,Casado(a),2023-05-01,12
475,Avengers,Setubal,Musculação,Casado(a),2024-06-21,69
2599,Avengers,Matosinhos,Musculação,Solteiro(a),2023-12-25,34
3574,Avengers,Espinho,Yoga,Divorciado(a),2023-10-17,118
9340,Avengers,Matosinhos,Yoga,Solteiro(a),2023-11-25,20
1054,Avengers,Gondomar,Musculação,Divorciado(a),2023-05-25,25
1656,Avengers,Gondomar,Ciclyn,Casado(a),2023-07-07,95
5178,Avengers,Setubal,Ciclyn,Solteiro(a),2023-01-26,105
4355,Avengers,Setubal,Musculação,Divorciado(a),2023-02-23,94
9040,Avengers,Setubal,Ciclyn,Viúvo(a),2023-09-07,21
9130,Avengers,Matosinhos,Ciclyn,Casado(a),2023-04-13,48
6821,Avengers,Setubal,Ciclyn,Casado(a),2024-01-18,66
620,Avengers,Gondomar,Yoga,Divorciado(a),2023-08-06,81
6188,Avengers,Espinho,Ciclyn,Divorciado(a),2023-12-20,10
6443,Avengers,Setubal,Musculação,Divorciado(a),2023-04-08,54
1691,Avengers,Gondomar,Ciclyn,Divorciado(a),2023-07-20,53
5853,Avengers,Setubal,Yoga,Viúvo(a),2023-11-30,13
5435,Avengers,Matosinhos,Yoga,Solteiro(a),2023-07-13,51
8622,Avengers,Setubal,Musculação,Viúvo(a),2023-04-09,103
5178,Avengers,Matosinhos,Ciclyn,Casado(a),2023-08-22,88
9130,Avengers,Espinho,Yoga,Solteiro(a),2024-03-25,47
4379,Avengers,Espinho,Ciclyn,Viúvo(a),2023-05-15,37
8788,Avengers,Espinho,Musculação,Divorciado(a),2024-04-08,5
3683,Avengers,Setubal,Musculação,Divorciado(a),2024-01-19,59
8908,Avengers,Matosinhos,Yoga,Solteiro(a),2023-09-07,100
3866,Avengers,Gondomar,Musculação,Solteiro(a),2023-07-02,14
3573,Avengers,Matosinhos,Musculação,Solteiro(a),2023-02-21,106
8308,Avengers,Setubal,Musculação,Casado(a),2023-09-30,104
9456,Avengers,Matosinhos,Ciclyn,Solteiro(a),2023-12-30,81
3711,Avengers,Matosinhos,Yoga,Solteiro(a),2023-06-20,111
6084,Avengers,Gondomar,Yoga,Solteiro(a),2023-01-01,6
9486,Avengers,Gondomar,Yoga,Viúvo(a),2024-01-17,53
1389,Avengers,Matosinhos,Ciclyn,Viúvo(a),2023-04-07,107
2347,Avengers,Gondomar,Yoga,Solteiro(a),2023-04-11,71
4981,Avengers,Gondomar,Yoga,Viúvo(a),2024-02-17,2
1245,Avengers,Matosinhos,Yoga,Viúvo(a),2023-11-11,95
2779,Avengers,Espinho,Musculação,Solteiro(a),2024-05-07,119
5163,Avengers,Gondomar,Yoga,Casado(a),2023-09-28,38
8259,Avengers,Espinho,Ciclyn,Casado(a),2023-05-04,73
5980,Avengers,Setubal,Yoga,Viúvo(a),2023-10-23,51
6084,Avengers,Espinho,Ciclyn,Viúvo(a),2023-03-16,4
8908,Avengers,Matosinhos,Musculação,Divorciado(a),2024-03-03,7
730,Avengers,Gondomar,Ciclyn,Solteiro(a),2024-03-19,82
1691,Avengers,Gondomar,Yoga,Solteiro(a),2023-11-08,36
8480,Avengers,Espinho,Ciclyn,Divorciado(a),2024-06-09,83
6504,Avengers,Setubal,Musculação,Viúvo(a),2023-05-20,32
2797,Avengers,Gondomar,Musculação,Casado(a),2023-11-23,26
2229,Avengers,Gondomar,Yoga,Solteiro(a),2024-04-20,17
3167,Avengers,Setubal,Ciclyn,Casado(a),2024-06-26,54
5067,Avengers,Matosinhos,Yoga,Divorciado(a),2024-02-28,55
3453,Avengers,Gondomar,Musculação,Casado(a),2023-03-07,19
2547,Avengers,Espinho,Ciclyn,Viúvo(a),2024-02-08,48
5536,Avengers,Matosinhos,Ciclyn,Viúvo(a),2023-02-17,77
475,Avengers,Espinho,Musculação,Viúvo(a),2024-03-25,12
6535,Avengers,Espinho,Musculação,Solteiro(a),2024-06-02,29
3683,Avengers,Setubal,Yoga,Casado(a),2023-02-10,83
5162,Avengers,Espinho,Musculação,Divorciado(a),2023-06-29,5
6850,Avengers,Matosinhos,Ciclyn,Divorciado(a),2023-01-19,83
2018,Avengers,Matosinhos,Yoga,Solteiro(a),2023-11-20,69
6899,Avengers,Matosinhos,Ciclyn,Divorciado(a),2023-05-25,111
7763,Avengers,Setubal,Musculação,Viúvo(a),2023-05-10,46
6730,Avengers,Espinho,Ciclyn,Divorciado(a),2024-06-19,107
8962,Avengers,Setubal,Yoga,Divorciado(a),2024-02-21,97
5757,Avengers,Espinho,Musculação,Solteiro(a),2024-02-02,12
1054,Avengers,Setubal,Musculação,Viúvo(a),2024-03-28,20
730,Avengers,Matosinhos,Musculação,Divorciado(a),2024-05-19,48
8096,Avengers,Espinho,Musculação,Viúvo(a),2023-09-18,35
2599,Avengers,Setubal,Musculação,Divorciado(a),2023-07-04,22
3615,Avengers,Espinho,Yoga,Casado(a),2023-05-31,57
6526,Avengers,Setubal,Ciclyn,Divorciado(a),2024-03-20,62
4472,Avengers,Matosinhos,Musculação,Viúvo(a),2023-05-31,61
2883,Avengers,Matosinhos,Ciclyn,Solteiro(a),2024-04-17,105
1703,Avengers,Espinho,Musculação,Solteiro(a),2023-06-22,34
3615,Avengers,Espinho,Musculação,Casado(a),2024-06-21,42
8441,Avengers,Espinho,Musculação,Casado(a),2023-10-31,89
8468,Avengers,Gondomar,Ciclyn,Solteiro(a),2024-01-08,81
197,Avengers,Setubal,Ciclyn,Viúvo(a),2024-02-18,22
9094,Avengers,Espinho,Ciclyn,Casado(a),2023-05-21,104
6188,Avengers,Espinho,Ciclyn,Divorciado(a),2023-12-11,43
620,Avengers,Gondomar,Ciclyn,Divorciado(a),2024-06-01,78
3573,Avengers,Setubal,Ciclyn,Casado(a),2023-12-20,8
3573,Avengers,Matosinhos,Yoga,Casado(a),2024-01-07,14
3711,Avengers,Matosinhos,Yoga,Divorciado(a),2024-06-07,86
4780,Avengers,Espinho,Ciclyn,Divorciado(a),2023-08-02,70
5757,Avengers,Setubal,Ciclyn,Viúvo(a),2023-04-17,14
6710,Avengers,Gondomar,Yoga,Divorciado(a),2024-06-09,11
5198,Avengers,Espinho,Musculação,Viúvo(a),2023-12-03,96
573,Avengers,Espinho,Ciclyn,Viúvo(a),2024-04-07,13
4998,Avengers,Gondomar,Musculação,Casado(a),2023-02-16,39
9456,Avengers,Espinho,Musculação,Divorciado(a),2024-01-21,67
6952,Avengers,Matosinhos,Musculação,Casado(a),2024-04-26,36
3167,Avengers,Gondomar,Yoga,Solteiro(a),2023-11-10,39
620,Avengers,Gondomar,Musculação,Solteiro(a),2024-03-15,2
2954,Avengers,Matosinhos,Yoga,Viúvo(a),2024-06-15,100
3986,Avengers,Matosinhos,Ciclyn,Casado(a),2023-10-11,108
3615,Avengers,Espinho,Yoga,Divorciado(a),2024-03-14,93
329,Avengers,Espinho,Musculação,Casado(a),2023-02-01,38
570,Avengers,Gondomar,Musculação,Viúvo(a),2023-09-12,78
5013,Avengers,Gondomar,Yoga,Casado(a),2023-01-17,61
1691,Avengers,Espinho,Yoga,Casado(a),2023-07-14,111
6730,Avengers,Setubal,Ciclyn,Solteiro(a),2024-06-02,15
6401,Avengers,Espinho,Musculação,Solteiro(a),2023-02-14,56
4151,Avengers,Espinho,Musculação,Casado(a),2023-03-24,119
197,Avengers,Espinho,Ciclyn,Divorciado(a),2024-02-13,107
5519,Avengers,Setubal,Ciclyn,Viúvo(a),2023-11-02,103
3279,Avengers,Setubal,Ciclyn,Solteiro(a),2023-03-04,83
6850,Avengers,Setubal,Yoga,Solteiro(a),2024-06-25,9
4998,Avengers,Matosinhos,Ciclyn,Solteiro(a),2024-02-13,89
7763,Avengers,Setubal,Yoga,Solteiro(a),2023-01-09,79
7911,Avengers,Espinho,Yoga,Solteiro(a),2023-02-25,75
3986,Avengers,Matosinhos,Yoga,Casado(a),2024-02-28,53
3932,Avengers,Gondomar,Ciclyn,Viúvo(a),2023-12-13,40
2954,Avengers,Gondomar,Yoga,Viúvo(a),2023-10-28,76
7397,Avengers,Gondomar,Musculação,Casado(a),2023-01-16,17
6155,Avengers,Setubal,Yoga,Divorciado(a),2023-05-14,101
336,Avengers,Espinho,Ciclyn,Divorciado(a),2023-09-12,88
2885,Avengers,Matosinhos,Yoga,Divorciado(a),2023-05-06,54
8893,Avengers,Matosinhos,Musculação,Viúvo(a),2023-05-08,6
2885,Avengers,Espinho,Ciclyn,Divorciado(a),2023-03-29,40
2797,Avengers,Espinho,Ciclyn,Casado(a),2023-10-21,15
9486,Avengers,Gondomar,Musculação,Divorciado(a),2024-06-13,87
1656,Avengers,Gondomar,Ciclyn,Solteiro(a),2023-08-17,55
5178,Avengers,Setubal,Ciclyn,Divorciado(a),2023-06-24,49
1787,Avengers,Espinho,Musculação,Solteiro(a),2023-09-22,113
8648,Avengers,Setubal,Ciclyn,Divorciado(a),2023-01-31,85
5435,Avengers,Gondomar,Ciclyn,Viúvo(a),2023-01-13,2
314,Avengers,Setubal,Yoga,Viúvo(a),2023-08-21,25
918,Avengers,Gondomar,Musculação,Solteiro(a),2023-06-24,14
